OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum	Class	Order
ASV125	Indv39	0.00174512260604976	Indv39	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv151	0.00172673090848326	Indv151	Control	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV137	Indv17	0.00171621009002008	Indv17	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV124	Indv23	0.00170922282684526	Indv23	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV59	Indv86	0.00170298240251517	Indv86	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV46	Indv60	0.00168459245820915	Indv60	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV125	Indv156	0.0016827934371056	Indv156	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV59	Indv18	0.00168263954934523	Indv18	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV59	Indv113	0.00168135435992579	Indv113	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV125	Indv106	0.00167151162790698	Indv106	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV59	Indv69	0.00164682378985449	Indv69	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV50	Indv9	0.00164548109753589	Indv9	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV33	Indv133	0.00163596703829375	Indv133	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv71	0.00162813415825464	Indv71	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV137	Indv53	0.00162298141686278	Indv53	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV59	Indv4	0.00161666966049937	Indv4	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV59	Indv33	0.00161640419341431	Indv33	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV279	Indv62	0.00161307667491128	Indv62	Control	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV125	Indv91	0.00161254199328108	Indv91	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV84	Indv121	0.00161145926589078	Indv121	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV35	Indv115	0.00158686978599927	Indv115	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV35	Indv154	0.00157031887942045	Indv154	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV84	Indv154	0.00157031887942045	Indv154	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV19	Indv87	0.00156716417910448	Indv87	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	<1%_Abundance
ASV33	Indv25	0.00155768882448832	Indv25	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV9	Indv57	0.0015398085806588	Indv57	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV59	Indv8	0.00150766395845548	Indv8	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV50	Indv22	0.00150410358696008	Indv22	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV50	Indv65	0.00149360127635018	Indv65	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV13	Indv116	0.00147596029666802	Indv116	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	<1%_Abundance
ASV84	Indv24	0.00147579693034238	Indv24	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV59	Indv41	0.00147207267833109	Indv41	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV50	Indv48	0.00146486418616331	Indv48	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV137	Indv130	0.00146412884333821	Indv130	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV35	Indv101	0.00145456796236692	Indv101	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV35	Indv159	0.00144248106743599	Indv159	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV84	Indv107	0.00142610969160378	Indv107	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV125	Indv17	0.0014247781879412	Indv17	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV59	Indv83	0.00142391545106477	Indv83	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV137	Indv59	0.00140812015958695	Indv59	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV125	Indv19	0.00139527979812973	Indv19	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV35	Indv133	0.00139360155113912	Indv133	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV46	Indv1	0.00138795423956931	Indv1	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV84	Indv74	0.00138780948151438	Indv74	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV50	Indv157	0.00138651384202986	Indv157	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV125	Indv81	0.00137768155874828	Indv81	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV84	Indv71	0.00137486884474836	Indv71	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV50	Indv107	0.00136668845445362	Indv107	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV50	Indv131	0.00136652605311627	Indv131	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV33	Indv115	0.00136017410228509	Indv115	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv138	0.00135171668018383	Indv138	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV84	Indv157	0.00134029671396219	Indv157	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV84	Indv5	0.00133540105108986	Indv5	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV280	Indv112	0.00133355559259877	Indv112	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV59	Indv78	0.00133299479497271	Indv78	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV137	Indv57	0.0013284623048821	Indv57	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV2	Indv127	0.00132391879964696	Indv127	Control	Site2	Bacteria	Firmicutes	Bacilli	<1%_Abundance
ASV84	Indv108	0.00130450052681752	Indv108	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV33	Indv154	0.00129813027365424	Indv154	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV35	Indv7	0.00129504075569437	Indv7	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV84	Indv129	0.00128987448529047	Indv129	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV35	Indv56	0.00128691847371469	Indv56	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV50	Indv149	0.00128404044727409	Indv149	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV137	Indv147	0.00127969287371031	Indv147	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV35	Indv66	0.0012786106700763	Indv66	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV59	Indv98	0.00127826156427259	Indv98	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV279	Indv25	0.00126788625249049	Indv25	Case	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV125	Indv68	0.00126279709556668	Indv68	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV59	Indv77	0.00126262626262626	Indv77	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV84	Indv139	0.00126002290950745	Indv139	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV35	Indv120	0.00125966466857788	Indv120	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV279	Indv65	0.00125598289147629	Indv65	Case	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV35	Indv58	0.00125368086533135	Indv58	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV125	Indv49	0.00123762376237624	Indv49	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV9	Indv117	0.00123724095267553	Indv117	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV59	Indv40	0.0012330021841753	Indv40	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV125	Indv144	0.00122344566789011	Indv144	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV59	Indv75	0.00121703853955375	Indv75	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV279	Indv135	0.0012080466411051	Indv135	Control	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV50	Indv18	0.00120711098105202	Indv18	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv118	0.00120685493603669	Indv118	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV115	Indv139	0.00120274914089347	Indv139	Control	Site1	Bacteria	Firmicutes	Negativicutes	<1%_Abundance
ASV84	Indv32	0.00120149519401922	Indv32	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV59	Indv64	0.0012012012012012	Indv64	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV3	Indv87	0.00119402985074627	Indv87	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV33	Indv138	0.00118951067856177	Indv138	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV50	Indv146	0.00117557162170105	Indv146	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv154	0.0011725047633006	Indv154	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV59	Indv48	0.00117189134893065	Indv48	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV46	Indv66	0.00116620533644321	Indv66	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV35	Indv142	0.0011598685482312	Indv142	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV46	Indv29	0.00115726884552456	Indv29	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV137	Indv50	0.00115547567081782	Indv50	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV125	Indv66	0.00115215466973908	Indv66	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV279	Indv27	0.00114198705748002	Indv27	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV33	Indv159	0.00114196417838683	Indv159	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV35	Indv125	0.00114097363083164	Indv125	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV84	Indv76	0.00114031428174107	Indv76	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV35	Indv107	0.00112900350585299	Indv107	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV33	Indv19	0.00112809856019	Indv19	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV124	Indv111	0.00112302768263238	Indv111	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV124	Indv141	0.00112240075614367	Indv141	Case	Site2	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV125	Indv57	0.0011171160291054	Indv57	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV59	Indv17	0.00110096496340911	Indv17	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV46	Indv18	0.0010973736191382	Indv18	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV33	Indv30	0.00108169120067723	Indv30	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV35	Indv78	0.00107909102450171	Indv78	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV35	Indv128	0.00107541964744939	Indv128	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV33	Indv96	0.00106858748565322	Indv96	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV35	Indv28	0.00106609808102345	Indv28	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV35	Indv73	0.00106217828253942	Indv73	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV59	Indv11	0.00105652403592182	Indv11	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV35	Indv139	0.00103092783505155	Indv139	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV279	Indv109	0.00102511532547412	Indv109	Case	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV50	Indv16	0.00102432778489117	Indv16	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV137	Indv92	0.00102292556712197	Indv92	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV125	Indv159	0.00102175742276716	Indv159	Control	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV59	Indv73	0.00102132527167252	Indv73	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV35	Indv79	0.00101585868276991	Indv79	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV84	Indv53	0.00101436338553924	Indv53	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV35	Indv62	0.00100369215327813	Indv62	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV46	Indv76	0.00100125156445557	Indv76	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV350	Indv120	0.000999044392320389	Indv120	Control	Site2	Bacteria	Firmicutes	Erysipelotrichia	<1%_Abundance
ASV124	Indv82	0.000990528075280134	Indv82	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV84	Indv91	0.000985442329227324	Indv91	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV350	Indv103	0.000982369060544956	Indv103	Control	Site1	Bacteria	Firmicutes	Erysipelotrichia	<1%_Abundance
ASV59	Indv1	0.000967362045760431	Indv1	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV59	Indv101	0.000928447635553355	Indv101	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV50	Indv14	0.000925044211671881	Indv14	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV279	Indv33	0.00092365953909389	Indv33	Case	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV59	Indv152	0.000921691658690489	Indv152	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV115	Indv48	0.000920771774159796	Indv48	Case	Site2	Bacteria	Firmicutes	Negativicutes	<1%_Abundance
ASV35	Indv48	0.000920771774159796	Indv48	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV84	Indv110	0.000917992656058752	Indv110	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV50	Indv47	0.000910714911205296	Indv47	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv79	0.000902985495795474	Indv79	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV59	Indv68	0.000901997925404772	Indv68	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV125	Indv50	0.000898703299524971	Indv50	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV35	Indv130	0.000891208861162391	Indv130	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV33	Indv158	0.00088821215581779	Indv158	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV33	Indv100	0.000884564352056612	Indv100	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV35	Indv72	0.000879061432870136	Indv72	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV279	Indv103	0.000878961791013908	Indv103	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV9	Indv23	0.000872052462676155	Indv23	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV46	Indv118	0.000868935553946416	Indv118	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV33	Indv50	0.000866606753113365	Indv50	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV33	Indv160	0.000864335362120503	Indv160	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv19	0.00086091732225026	Indv19	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV124	Indv102	0.000850284518281117	Indv102	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV279	Indv10	0.000846928768833021	Indv10	Case	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV279	Indv34	0.000842874201025497	Indv34	Control	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV350	Indv34	0.000842874201025497	Indv34	Control	Site2	Bacteria	Firmicutes	Erysipelotrichia	<1%_Abundance
ASV84	Indv92	0.000842409290571033	Indv92	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV50	Indv128	0.000841632767569084	Indv128	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV137	Indv2	0.000836756427810741	Indv2	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV35	Indv88	0.000833169966673201	Indv88	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV125	Indv117	0.000824827301783689	Indv117	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV35	Indv117	0.000824827301783689	Indv117	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV46	Indv146	0.000822900135190737	Indv146	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV115	Indv154	0.000816565817298633	Indv154	Control	Site1	Bacteria	Firmicutes	Negativicutes	<1%_Abundance
ASV33	Indv45	0.000811656939666834	Indv45	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv149	0.000802525279546306	Indv149	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV50	Indv7	0.000799878113811229	Indv7	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV84	Indv30	0.000799510887457085	Indv30	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV115	Indv70	0.000798243863500299	Indv70	Control	Site1	Bacteria	Firmicutes	Negativicutes	<1%_Abundance
ASV137	Indv48	0.000795211986774369	Indv48	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV350	Indv97	0.000784518828451883	Indv97	Case	Site1	Bacteria	Firmicutes	Erysipelotrichia	<1%_Abundance
ASV50	Indv75	0.000780152909970354	Indv75	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV35	Indv152	0.000779892941968875	Indv152	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV279	Indv60	0.000777504211481146	Indv60	Case	Site2	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV35	Indv13	0.000776699029126214	Indv13	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV350	Indv100	0.000773993808049536	Indv100	Control	Site1	Bacteria	Firmicutes	Erysipelotrichia	<1%_Abundance
ASV59	Indv61	0.000770416024653313	Indv61	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV84	Indv61	0.000770416024653313	Indv61	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV137	Indv70	0.00076498370252112	Indv70	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV84	Indv158	0.000761324704986677	Indv158	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV33	Indv10	0.000757778372113756	Indv10	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV125	Indv67	0.000740302043233639	Indv67	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv89	0.000736196319018405	Indv89	Case	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV84	Indv135	0.000735332738063974	Indv135	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV125	Indv88	0.000735149970594001	Indv88	Control	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV50	Indv88	0.000735149970594001	Indv88	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV84	Indv25	0.000724506429994566	Indv25	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV35	Indv55	0.000722818230236628	Indv55	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV3	Indv117	0.000721723889060728	Indv117	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV115	Indv147	0.000719827241462049	Indv147	Control	Site1	Bacteria	Firmicutes	Negativicutes	<1%_Abundance
ASV137	Indv29	0.000718304800670418	Indv29	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV279	Indv17	0.000712389093970598	Indv17	Case	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV84	Indv56	0.00070780516054308	Indv56	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV137	Indv137	0.000703894885030502	Indv137	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
ASV59	Indv44	0.0007006197790353	Indv44	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV125	Indv130	0.00070023553377045	Indv130	Control	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV33	Indv130	0.00070023553377045	Indv130	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV84	Indv124	0.000699752395306276	Indv124	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV46	Indv120	0.000694987403353314	Indv120	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV125	Indv73	0.000694501184737315	Indv73	Control	Site1	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV84	Indv33	0.000692744654320418	Indv33	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV35	Indv27	0.000685192234488009	Indv27	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	<1%_Abundance
ASV125	Indv29	0.00067839897841095	Indv29	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV280	Indv72	0.000676201102207797	Indv72	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV84	Indv96	0.000672814342818696	Indv96	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV125	Indv32	0.00066749733001068	Indv32	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV50	Indv74	0.000666148551126901	Indv74	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv24	0.000664108618654073	Indv24	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV124	Indv15	0.000661247034112568	Indv15	Control	Site1	Bacteria	Actinobacteria	Coriobacteriia	<1%_Abundance
ASV125	Indv61	0.000660356592559982	Indv61	Control	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV125	Indv30	0.000658420730847011	Indv30	Case	Site2	Bacteria	Firmicutes	Clostridia	<1%_Abundance
ASV33	Indv59	0.000657122741140577	Indv59	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	<1%_Abundance
ASV59	Indv45	0.000657055617825532	Indv45	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	<1%_Abundance
ASV279	Indv86	0.000654993231736605	Indv86	Control	Site1	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	<1%_Abundance
ASV280	Indv108	0.00065225026340876	Indv108	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	<1%_Abundance
ASV137	Indv26	0.000647994816041472	Indv26	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	<1%_Abundance
