OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum	Class	Order	Family	Genus
ASV50	Indv93	0.00184974388161639	Indv93	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV41	Indv24	0.00184474616292798	Indv24	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV92	Indv13	0.00184466019417476	Indv13	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV46	Indv8	0.00184270039366781	Indv8	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV33	Indv44	0.00183239019132309	Indv44	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	<1%_Abundance
ASV117	Indv120	0.00182434193380245	Indv120	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV33	Indv149	0.00181905730030496	Indv149	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	<1%_Abundance
ASV35	Indv23	0.0018138691223664	Indv23	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	<1%_Abundance
ASV92	Indv77	0.00181159420289855	Indv77	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV46	Indv104	0.00180904522613065	Indv104	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV46	Indv33	0.00180113610123309	Indv33	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV65	Indv89	0.00179959100204499	Indv89	Case	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	<1%_Abundance
ASV41	Indv40	0.00179666032551258	Indv40	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV59	Indv109	0.0017939518195797	Indv109	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV115	Indv132	0.00179258318706352	Indv132	Control	Site1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	<1%_Abundance
ASV124	Indv72	0.00179193292085066	Indv72	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	<1%_Abundance
ASV50	Indv87	0.0017910447761194	Indv87	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV115	Indv121	0.0017905102954342	Indv121	Case	Site2	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	<1%_Abundance
ASV92	Indv53	0.00178527955854905	Indv53	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV32	Indv10	0.00178300793438531	Indv10	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV2	Indv69	0.00178180934639994	Indv69	Case	Site2	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	<1%_Abundance
ASV24	Indv69	0.00178180934639994	Indv69	Case	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV41	Indv69	0.00178180934639994	Indv69	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV59	Indv126	0.00177935943060498	Indv126	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV92	Indv45	0.00177791520117497	Indv45	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV124	Indv25	0.00177504075348669	Indv25	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	<1%_Abundance
ASV59	Indv125	0.00177484787018256	Indv125	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV41	Indv71	0.00177285719454394	Indv71	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV92	Indv6	0.00176805946453056	Indv6	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV19	Indv52	0.00176792028286725	Indv52	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV104	Indv89	0.00175869120654397	Indv89	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	<1%_Abundance
ASV32	Indv69	0.00175481223509085	Indv69	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV137	Indv121	0.00174574753804834	Indv121	Case	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	<1%_Abundance
ASV117	Indv142	0.0017398028223468	Indv142	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV19	Indv155	0.00173964697895451	Indv155	Case	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV117	Indv161	0.00173896241908994	Indv161	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV164	Indv161	0.00173896241908994	Indv161	Case	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV24	Indv161	0.00173896241908994	Indv161	Case	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV13	Indv56	0.00173733993951483	Indv56	Control	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	<1%_Abundance
ASV117	Indv160	0.00172867072424101	Indv160	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV104	Indv63	0.00172213942705746	Indv63	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	<1%_Abundance
ASV46	Indv19	0.00172183464450052	Indv19	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV137	Indv17	0.00171621009002008	Indv17	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	<1%_Abundance
ASV92	Indv125	0.00171146044624746	Indv125	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV124	Indv23	0.00170922282684526	Indv23	Case	Site1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	<1%_Abundance
ASV59	Indv86	0.00170298240251517	Indv86	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV11	Indv117	0.00170120630992886	Indv117	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	<1%_Abundance
ASV32	Indv76	0.00169656515088305	Indv76	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV44	Indv145	0.00168678977272727	Indv145	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV196	Indv123	0.00168580760720683	Indv123	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV92	Indv111	0.00168454152394857	Indv111	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV32	Indv156	0.0016827934371056	Indv156	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV59	Indv18	0.00168263954934523	Indv18	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV59	Indv113	0.00168135435992579	Indv113	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV46	Indv135	0.00168076054414623	Indv135	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV46	Indv147	0.00167959689674478	Indv147	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV32	Indv35	0.0016737225558728	Indv35	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV32	Indv50	0.00166902041340352	Indv50	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV41	Indv74	0.00166537137781725	Indv74	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV44	Indv38	0.00165297292041422	Indv38	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV41	Indv140	0.00164929021617482	Indv140	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV44	Indv62	0.00164892282324264	Indv62	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV59	Indv69	0.00164682378985449	Indv69	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV104	Indv146	0.00164580027038147	Indv146	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	<1%_Abundance
ASV50	Indv9	0.00164548109753589	Indv9	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV46	Indv145	0.00164240056818182	Indv145	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV117	Indv27	0.00163684811572136	Indv27	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV33	Indv133	0.00163596703829375	Indv133	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	<1%_Abundance
ASV269	Indv8	0.00163330262166011	Indv8	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV59	Indv71	0.00162813415825464	Indv71	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV137	Indv53	0.00162298141686278	Indv53	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	<1%_Abundance
ASV46	Indv54	0.00161709906489489	Indv54	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV59	Indv4	0.00161666966049937	Indv4	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV59	Indv33	0.00161640419341431	Indv33	Case	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV125	Indv91	0.00161254199328108	Indv91	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV84	Indv121	0.00161145926589078	Indv121	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV125	Indv122	0.00160730902630911	Indv122	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV24	Indv120	0.00160715837025454	Indv120	Control	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV92	Indv9	0.00160434407009749	Indv9	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV117	Indv100	0.00160327288810261	Indv100	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV125	Indv43	0.00159112076994722	Indv43	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV35	Indv115	0.00158686978599927	Indv115	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	<1%_Abundance
ASV32	Indv160	0.00158461483055425	Indv160	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV24	Indv150	0.00157841871143636	Indv150	Control	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV117	Indv14	0.00157801659638144	Indv14	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV44	Indv80	0.00157701669580719	Indv80	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV65	Indv157	0.0015713823543005	Indv157	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	<1%_Abundance
ASV35	Indv154	0.00157031887942045	Indv154	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	<1%_Abundance
ASV84	Indv154	0.00157031887942045	Indv154	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV19	Indv87	0.00156716417910448	Indv87	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV104	Indv121	0.00156669650850492	Indv121	Case	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	<1%_Abundance
ASV9	Indv93	0.00156516789982925	Indv93	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV46	Indv70	0.00156322756602142	Indv70	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV33	Indv25	0.00155768882448832	Indv25	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	<1%_Abundance
ASV9	Indv57	0.0015398085806588	Indv57	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV17	Indv127	0.00151305005673938	Indv127	Control	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV24	Indv127	0.00151305005673938	Indv127	Control	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV17	Indv69	0.00151183823330904	Indv69	Case	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV59	Indv8	0.00150766395845548	Indv8	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV164	Indv102	0.00150434953234351	Indv102	Control	Site1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	<1%_Abundance
ASV50	Indv22	0.00150410358696008	Indv22	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV50	Indv65	0.00149360127635018	Indv65	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV41	Indv36	0.00149282614104443	Indv36	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV213	Indv137	0.00148600031284217	Indv137	Case	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV11	Indv55	0.00148367952522255	Indv55	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	<1%_Abundance
ASV65	Indv120	0.00147684823212579	Indv120	Control	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	<1%_Abundance
ASV65	Indv141	0.00147684310018904	Indv141	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	<1%_Abundance
ASV13	Indv35	0.00147681401988776	Indv35	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	<1%_Abundance
ASV84	Indv24	0.00147579693034238	Indv24	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV59	Indv41	0.00147207267833109	Indv41	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV13	Indv153	0.00147145379635079	Indv153	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	<1%_Abundance
ASV337	Indv135	0.00147066547612795	Indv135	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV117	Indv93	0.00147030923923354	Indv93	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV21	Indv23	0.00146504813729594	Indv23	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	<1%_Abundance
ASV50	Indv48	0.00146486418616331	Indv48	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV137	Indv130	0.00146412884333821	Indv130	Control	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	<1%_Abundance
ASV18	Indv136	0.00145790304944721	Indv136	Case	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV65	Indv136	0.00145790304944721	Indv136	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	<1%_Abundance
ASV35	Indv101	0.00145456796236692	Indv101	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	<1%_Abundance
ASV117	Indv118	0.00144822592324403	Indv118	Control	Site2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV18	Indv95	0.00144589552238806	Indv95	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV35	Indv159	0.00144248106743599	Indv159	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	<1%_Abundance
ASV32	Indv21	0.00144226295710431	Indv21	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV337	Indv15	0.00143918472130382	Indv15	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV46	Indv78	0.00142820870889933	Indv78	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV41	Indv107	0.00142610969160378	Indv107	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV84	Indv107	0.00142610969160378	Indv107	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV59	Indv83	0.00142391545106477	Indv83	Control	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV137	Indv59	0.00140812015958695	Indv59	Control	Site2	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	<1%_Abundance
ASV18	Indv44	0.0014012395580706	Indv44	Case	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV196	Indv124	0.00139950479061255	Indv124	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	<1%_Abundance
ASV13	Indv133	0.00139360155113912	Indv133	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	<1%_Abundance
ASV35	Indv133	0.00139360155113912	Indv133	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	<1%_Abundance
ASV46	Indv60	0.00139302837890372	Indv60	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV32	Indv113	0.00139146567717996	Indv113	Case	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV46	Indv1	0.00138795423956931	Indv1	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV84	Indv74	0.00138780948151438	Indv74	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV50	Indv157	0.00138651384202986	Indv157	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV46	Indv90	0.00138589467200493	Indv90	Case	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	<1%_Abundance
ASV41	Indv126	0.00138394622380388	Indv126	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV84	Indv71	0.00137486884474836	Indv71	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV50	Indv107	0.00136668845445362	Indv107	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV44	Indv131	0.00136652605311627	Indv131	Control	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV50	Indv131	0.00136652605311627	Indv131	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	<1%_Abundance
ASV33	Indv115	0.00136017410228509	Indv115	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	<1%_Abundance
ASV24	Indv36	0.00135460149835513	Indv36	Control	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV59	Indv138	0.00135171668018383	Indv138	Case	Site1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV92	Indv103	0.00134429450390362	Indv103	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV84	Indv157	0.00134029671396219	Indv157	Control	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV32	Indv33	0.00133930633168614	Indv33	Case	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV41	Indv130	0.00133681329174359	Indv130	Control	Site1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	<1%_Abundance
ASV84	Indv5	0.00133540105108986	Indv5	Control	Site2	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	<1%_Abundance
ASV280	Indv112	0.00133355559259877	Indv112	Case	Site1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	<1%_Abundance
ASV18	Indv113	0.0013334879406308	Indv113	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	<1%_Abundance
ASV59	Indv78	0.00133299479497271	Indv78	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	<1%_Abundance
ASV24	Indv137	0.00132957922727984	Indv137	Case	Site2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV117	Indv83	0.00132898775432712	Indv83	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV137	Indv57	0.0013284623048821	Indv57	Case	Site1	Bacteria	Absconditabacteria_(SR1)	Absconditabacteria_(SR1)_[C-1]	Absconditabacteria_(SR1)_[O-1]	Absconditabacteria_(SR1)_[F-1]	<1%_Abundance
ASV32	Indv24	0.00132821723730815	Indv24	Control	Site1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV44	Indv148	0.00132704217045119	Indv148	Case	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV24	Indv13	0.00132686084142395	Indv13	Case	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	<1%_Abundance
ASV2	Indv127	0.00132391879964696	Indv127	Control	Site2	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	<1%_Abundance
ASV44	Indv43	0.00131946600434648	Indv43	Control	Site2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	<1%_Abundance
ASV32	Indv29	0.00131689213456243	Indv29	Control	Site2	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	<1%_Abundance
ASV117	Indv18	0.00131684834296584	Indv18	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV213	Indv58	0.00131199160325374	Indv58	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV117	Indv152	0.00131163812967493	Indv152	Case	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	<1%_Abundance
ASV65	Indv107	0.00130726721730346	Indv107	Control	Site1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	<1%_Abundance
