OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum	Class	Order	Family
ASV19	Indv90	0.0199158197310338	Indv90	Case	Site1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae
ASV13	Indv28	0.0198458258159751	Indv28	Case	Site1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
ASV6	Indv69	0.0198428768121811	Indv69	Case	Site2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae
ASV2	Indv65	0.0198241623951933	Indv65	Case	Site2	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae
ASV46	Indv43	0.0197531822415399	Indv43	Control	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae
ASV17	Indv82	0.0197176994985452	Indv82	Case	Site1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
ASV125	Indv131	0.0196660923296299	Indv131	Control	Site1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
ASV41	Indv65	0.0196204894938728	Indv65	Case	Site2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
ASV59	Indv122	0.0195414939514423	Indv122	Control	Site2	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
ASV2	Indv128	0.0194978257820171	Indv128	Case	Site2	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae
ASV2	Indv112	0.0194199033172195	Indv112	Case	Site1	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae
ASV2	Indv160	0.0194115316742896	Indv160	Case	Site1	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae
ASV13	Indv44	0.0194017784963622	Indv44	Case	Site2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
