Shannon
Indv1	2.61448867927498
Indv2	2.69782406816102
Indv3	2.89463017765636
Indv4	2.1987561787849
Indv5	3.27019888085177
Indv6	2.52432575657504
Indv7	2.94762659459966
Indv8	2.81357435369649
Indv9	2.65235083692658
Indv10	2.72455515966401
Indv11	2.60773007921398
Indv12	1.56031533342604
Indv13	2.93877662240435
Indv14	2.95953532680019
Indv15	2.95275229558451
Indv16	2.40055656834745
Indv17	2.93823721187646
Indv18	2.83820079835026
Indv19	2.65578173431459
Indv20	2.84739917467917
Indv21	2.22309292273458
Indv22	2.08597443779678
Indv23	2.45828353819873
Indv24	2.89684356300349
Indv25	3.24356608347541
Indv26	2.98695393729144
Indv27	2.70525310873401
Indv28	2.0920295345668
Indv29	2.71779609183584
Indv30	2.73202154911947
Indv31	3.02518750027552
Indv32	2.71243105939521
Indv33	2.23036043752665
Indv34	2.89222712858386
Indv35	2.08406937560215
Indv36	2.7183814863588
Indv37	2.94934796565565
Indv38	2.76010237418288
Indv39	2.7484983226789
Indv40	2.78104977365504
Indv41	2.85968056314837
Indv42	3.17824367799242
Indv43	2.77877662649213
Indv44	2.37729315788418
Indv45	2.61312857836173
Indv46	2.78757517595946
Indv47	2.72077549811056
Indv48	2.99971490498279
Indv49	2.63413822232329
Indv50	2.88469902283463
Indv51	2.72938471571479
Indv52	2.34148328757423
Indv53	3.03581955603978
Indv54	2.55760092345199
Indv55	2.38399983322913
Indv56	2.85577070959476
Indv57	2.32267826854402
Indv58	3.01811685468983
Indv59	2.87321530838042
Indv60	2.56722052512081
Indv61	2.42054877116716
Indv62	3.07373911008576
Indv63	3.23187531093109
Indv64	3.05854884389314
Indv65	2.68090539541089
Indv66	2.62811130230908
Indv67	2.84369108852063
Indv68	2.44427370014086
Indv69	2.11465292482201
Indv70	3.12774828075692
Indv71	2.82758131646021
Indv72	2.88648068142291
Indv73	2.7954577451672
Indv74	2.8947272497529
Indv75	1.92970648687423
Indv76	2.72672129978005
Indv77	2.88269477985283
Indv78	2.34769609304792
Indv79	2.38513407969794
Indv80	2.78534594299779
Indv81	2.40135474808347
Indv82	2.82199101351781
Indv83	2.96450646410941
Indv84	2.63666622697687
Indv85	2.86796756750142
Indv86	2.81927389134516
Indv87	1.51307455516368
Indv88	2.69616311288399
Indv89	2.84189218806197
Indv90	2.90240104886902
Indv91	2.81933748645453
Indv92	1.79042637025241
Indv93	2.5134100655593
Indv94	2.89983610753783
Indv95	1.8513080778414
Indv96	2.78157179375538
Indv97	2.2721723136128
Indv98	3.12363028735678
Indv99	2.71603460513169
Indv100	2.8727699698738
Indv101	2.72161126893136
Indv102	2.95301609613098
Indv103	2.87056328120235
Indv104	2.84514135076097
Indv105	2.9938969698268
Indv106	2.63475562985645
Indv107	3.06771452911893
Indv108	3.10658885531997
Indv109	2.76350059267757
Indv110	2.96234968762764
Indv111	3.06691459621052
Indv112	2.65825547403173
Indv113	2.43880523486493
Indv114	2.64123548935871
Indv115	2.84488894342737
Indv116	1.60089526715157
Indv117	1.55275173856767
Indv118	2.83622071899566
Indv119	3.17865871384376
Indv120	2.47720892629058
Indv121	3.2143756244886
Indv122	3.18813897470951
Indv123	2.85738323706263
Indv124	3.01119005223802
Indv125	2.72336881680898
Indv126	2.80733033531464
Indv127	1.30309209295373
Indv128	2.63140644454136
Indv129	3.07954095529402
Indv130	2.56582365686189
Indv131	3.05828799110798
Indv132	3.06494726611103
Indv133	2.54673222028744
Indv134	3.073222507199
Indv135	3.30367892311814
Indv136	2.10300575971957
Indv137	2.60160620475942
Indv138	1.97879367934785
Indv139	2.89256535527716
Indv140	1.67891250980434
Indv141	2.80175932739657
Indv142	3.0324069015683
Indv143	2.46573192336929
Indv144	2.83480207465702
Indv145	2.55838730900206
Indv146	2.76469643674094
Indv147	2.97863555694295
Indv148	2.69804637683172
Indv149	2.60371457325832
Indv150	2.62026479167634
Indv151	2.51361982723232
Indv152	2.99174300477352
Indv153	2.93144227363476
Indv154	2.56668706266701
Indv155	1.7301919298428
Indv156	2.74417905676763
Indv157	2.86852416234319
Indv158	2.64892566229668
Indv159	2.4665050860732
Indv160	2.5738715696309
Indv161	2.58937229655525
