OTU	Sample	Abundance	SampleID	Group	Covariate	Kingdom	Phylum
ASV137	Indv126	0.00988533017002768	Indv126	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv22	0.00984206912336919	Indv22	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv8	0.00975793617555909	Indv8	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv58	0.00947549491238812	Indv58	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv159	0.00943623031614377	Indv159	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv148	0.00936301975818343	Indv148	Case	Site2	Bacteria	<1%_Abundance
ASV19	Indv12	0.00933724791837128	Indv12	Case	Site1	Bacteria	<1%_Abundance
ASV19	Indv106	0.0092296511627907	Indv106	Case	Site2	Bacteria	<1%_Abundance
ASV19	Indv16	0.00912291933418694	Indv16	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv100	0.00890092879256966	Indv100	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv140	0.0088943865229428	Indv140	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv59	0.0085425956348275	Indv59	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv31	0.00826957944545173	Indv31	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv75	0.00789514744889998	Indv75	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv52	0.007875281260045	Indv52	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv14	0.0077812542511223	Indv14	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv57	0.0077594275535159	Indv57	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv19	0.00765919548760576	Indv19	Case	Site1	Bacteria	<1%_Abundance
ASV19	Indv44	0.00754513608191862	Indv44	Case	Site2	Bacteria	<1%_Abundance
ASV46	Indv95	0.00704291044776119	Indv95	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv55	0.00688579471962261	Indv55	Case	Site1	Bacteria	<1%_Abundance
ASV19	Indv95	0.00662313432835821	Indv95	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv75	0.0066156966765486	Indv75	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv101	0.00634439217628126	Indv101	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv94	0.00630312291089676	Indv94	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv40	0.00623546818854365	Indv40	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv94	0.00611211918632413	Indv94	Case	Site1	Bacteria	<1%_Abundance
ASV13	Indv127	0.00529567519858782	Indv127	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv47	0.00528915198430768	Indv47	Case	Site2	Bacteria	<1%_Abundance
ASV19	Indv158	0.00524468130101933	Indv158	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv79	0.00519216660082397	Indv79	Case	Site2	Bacteria	<1%_Abundance
ASV46	Indv41	0.00517328398384926	Indv41	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv77	0.00513285024154589	Indv77	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv36	0.00445083349459542	Indv36	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv86	0.0043666215449107	Indv86	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv67	0.00429375185075511	Indv67	Case	Site2	Bacteria	<1%_Abundance
ASV46	Indv116	0.00413268883067045	Indv116	Case	Site2	Bacteria	<1%_Abundance
ASV19	Indv155	0.00407331975560081	Indv155	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv5	0.00404928060653054	Indv5	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv131	0.00398074980690393	Indv131	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv87	0.00395522388059702	Indv87	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv13	0.00394822006472492	Indv13	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv107	0.00380295917761008	Indv107	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv71	0.00376279894352184	Indv71	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv129	0.00367118122736518	Indv129	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv10	0.00365516626548988	Indv10	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv66	0.00359697067625859	Indv66	Control	Site2	Bacteria	<1%_Abundance
ASV19	Indv127	0.00359349388475602	Indv127	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv92	0.00342980925446778	Indv92	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv81	0.00340202997160289	Indv81	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv150	0.00339599177309035	Indv150	Control	Site1	Bacteria	<1%_Abundance
ASV3	Indv87	0.00335820895522388	Indv87	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv149	0.00310309774757905	Indv149	Case	Site2	Bacteria	<1%_Abundance
ASV46	Indv16	0.0030089628681178	Indv16	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv110	0.00290697674418605	Indv110	Case	Site1	Bacteria	<1%_Abundance
ASV3	Indv117	0.00278379214351995	Indv117	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv98	0.00271630582407925	Indv98	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv145	0.00266335227272727	Indv145	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv153	0.00257504414361389	Indv153	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv111	0.00252681228592285	Indv111	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv89	0.00249488752556237	Indv89	Case	Site1	Bacteria	<1%_Abundance
ASV19	Indv21	0.00246580441053317	Indv21	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv81	0.00244608766553266	Indv81	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv132	0.00242745639914852	Indv132	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv72	0.00240051391283768	Indv72	Case	Site1	Bacteria	<1%_Abundance
ASV19	Indv23	0.00237198269847914	Indv23	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv131	0.00231715287267542	Indv131	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv18	0.00230448460019021	Indv18	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv146	0.002233586081232	Indv146	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv157	0.00221842214724777	Indv157	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv39	0.00219258994093431	Indv39	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv62	0.0019715381582249	Indv62	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv54	0.00189833368487661	Indv54	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv97	0.00188284518828452	Indv97	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv95	0.00186567164179104	Indv95	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv43	0.00186277553554797	Indv43	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv104	0.00180904522613065	Indv104	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv121	0.00174574753804834	Indv121	Case	Site2	Bacteria	<1%_Abundance
ASV46	Indv78	0.00174558842198807	Indv78	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv17	0.00171621009002008	Indv17	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv60	0.00168459245820915	Indv60	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv53	0.00162298141686278	Indv53	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv62	0.00161307667491128	Indv62	Control	Site2	Bacteria	<1%_Abundance
ASV19	Indv87	0.00156716417910448	Indv87	Case	Site1	Bacteria	<1%_Abundance
ASV46	Indv22	0.00150410358696008	Indv22	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv130	0.00146412884333821	Indv130	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv59	0.00140812015958695	Indv59	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv1	0.00138795423956931	Indv1	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv57	0.0013284623048821	Indv57	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv147	0.00127969287371031	Indv147	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv25	0.00126788625249049	Indv25	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv65	0.00125598289147629	Indv65	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv135	0.0012080466411051	Indv135	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv66	0.00116620533644321	Indv66	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv29	0.00115726884552456	Indv29	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv50	0.00115547567081782	Indv50	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv27	0.00114198705748002	Indv27	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv109	0.00102511532547412	Indv109	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv92	0.00102292556712197	Indv92	Control	Site1	Bacteria	<1%_Abundance
ASV46	Indv76	0.00100125156445557	Indv76	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv33	0.00092365953909389	Indv33	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv103	0.000878961791013908	Indv103	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv10	0.000846928768833021	Indv10	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv34	0.000842874201025497	Indv34	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv2	0.000836756427810741	Indv2	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv48	0.000795211986774369	Indv48	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv60	0.000777504211481146	Indv60	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv70	0.00076498370252112	Indv70	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv29	0.000718304800670418	Indv29	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv17	0.000712389093970598	Indv17	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv137	0.000703894885030502	Indv137	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv86	0.000654993231736605	Indv86	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv26	0.000647994816041472	Indv26	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv19	0.00062342288852605	Indv19	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv119	0.000590953046094338	Indv119	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv24	0.000553423848878394	Indv24	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv45	0.000541104626444556	Indv45	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv49	0.00053041018387553	Indv49	Control	Site2	Bacteria	<1%_Abundance
ASV19	Indv77	0.000494071146245059	Indv77	Control	Site2	Bacteria	<1%_Abundance
ASV19	Indv69	0.000485948003563619	Indv69	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv76	0.000472813238770686	Indv76	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv70	0.000465642253708508	Indv70	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv74	0.000444099034084601	Indv74	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv134	0.000421620710009276	Indv134	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv141	0.00041351606805293	Indv141	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv3	0.000365185636031649	Indv3	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv14	0.000353693375051013	Indv14	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv150	0.000334816090304683	Indv150	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv84	0.000327213233957462	Indv84	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv53	0.000324596283372555	Indv53	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv40	0.000317057704502219	Indv40	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv5	0.000301542172826742	Indv5	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv129	0.000297663342759339	Indv129	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv122	0.00029608324168852	Indv122	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv13	0.00029126213592233	Indv13	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv42	0.000288001843211797	Indv42	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv36	0.000276449285378597	Indv36	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv105	0.000250062515628907	Indv105	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv152	0.000248147754262824	Indv152	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv64	0.00024024024024024	Indv64	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv15	0.000233381306157377	Indv15	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv35	0.000229726625315874	Indv35	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv79	0.000225746373948868	Indv79	Case	Site2	Bacteria	<1%_Abundance
ASV19	Indv116	0.000221394044500203	Indv116	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv100	0.000221141088014153	Indv100	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv77	0.000219587176108915	Indv77	Control	Site2	Bacteria	<1%_Abundance
ASV46	Indv84	0.000218142155971642	Indv84	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv2	0.000190171915411532	Indv2	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv111	0.000168454152394857	Indv111	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv105	0.000166708343752605	Indv105	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv16	0.000160051216389245	Indv16	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv96	0.000158309257133811	Indv96	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv110	0.000152998776009792	Indv110	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv134	0.000126486213002783	Indv134	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv7	7.61788679820218e-05	Indv7	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv27	7.61324704986677e-05	Indv27	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv37	7.48699135252499e-05	Indv37	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv106	0	Indv106	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv109	0	Indv109	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv156	0	Indv156	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv104	0	Indv104	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv125	0	Indv125	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv103	0	Indv103	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv11	0	Indv11	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv151	0	Indv151	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv22	0	Indv22	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv152	0	Indv152	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv158	0	Indv158	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv12	0	Indv12	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv21	0	Indv21	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv23	0	Indv23	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv127	0	Indv127	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv159	0	Indv159	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv120	0	Indv120	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv122	0	Indv122	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv128	0	Indv128	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv154	0	Indv154	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv112	0	Indv112	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv16	0	Indv16	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv123	0	Indv123	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv25	0	Indv25	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv155	0	Indv155	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv113	0	Indv113	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv160	0	Indv160	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv20	0	Indv20	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv114	0	Indv114	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv161	0	Indv161	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv1	0	Indv1	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv146	0	Indv146	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv32	0	Indv32	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv115	0	Indv115	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv28	0	Indv28	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv33	0	Indv33	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv116	0	Indv116	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv18	0	Indv18	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv148	0	Indv148	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv34	0	Indv34	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv117	0	Indv117	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv3	0	Indv3	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv133	0	Indv133	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv35	0	Indv35	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv118	0	Indv118	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv102	0	Indv102	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv15	0	Indv15	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv30	0	Indv30	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv36	0	Indv36	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv83	0	Indv83	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv68	0	Indv68	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv47	0	Indv47	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv52	0	Indv52	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv37	0	Indv37	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv84	0	Indv84	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv69	0	Indv69	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv136	0	Indv136	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv38	0	Indv38	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv85	0	Indv85	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv39	0	Indv39	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv86	0	Indv86	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv44	0	Indv44	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv55	0	Indv55	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv138	0	Indv138	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv4	0	Indv4	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv87	0	Indv87	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv56	0	Indv56	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv139	0	Indv139	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv40	0	Indv40	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv88	0	Indv88	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv46	0	Indv46	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv51	0	Indv51	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv14	0	Indv14	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv90	0	Indv90	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv73	0	Indv73	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv75	0	Indv75	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv58	0	Indv58	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv140	0	Indv140	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv63	0	Indv63	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv9	0	Indv9	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv64	0	Indv64	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv6	0	Indv6	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv142	0	Indv142	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv65	0	Indv65	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv67	0	Indv67	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv93	0	Indv93	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv95	0	Indv95	Control	Site1	Bacteria	<1%_Abundance
ASV137	Indv78	0	Indv78	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv60	0	Indv60	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv143	0	Indv143	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv145	0	Indv145	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv61	0	Indv61	Control	Site2	Bacteria	<1%_Abundance
ASV137	Indv144	0	Indv144	Case	Site2	Bacteria	<1%_Abundance
ASV137	Indv97	0	Indv97	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv8	0	Indv8	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv80	0	Indv80	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv82	0	Indv82	Case	Site1	Bacteria	<1%_Abundance
ASV137	Indv99	0	Indv99	Control	Site1	Bacteria	<1%_Abundance
ASV19	Indv117	0	Indv117	Case	Site1	Bacteria	<1%_Abundance
ASV19	Indv93	0	Indv93	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv11	0	Indv11	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv104	0	Indv104	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv106	0	Indv106	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv124	0	Indv124	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv107	0	Indv107	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv125	0	Indv125	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv108	0	Indv108	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv1	0	Indv1	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv119	0	Indv119	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv120	0	Indv120	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv126	0	Indv126	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv112	0	Indv112	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv114	0	Indv114	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv12	0	Indv12	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv121	0	Indv121	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv127	0	Indv127	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv130	0	Indv130	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv113	0	Indv113	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv115	0	Indv115	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv117	0	Indv117	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv101	0	Indv101	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv128	0	Indv128	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv131	0	Indv131	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv133	0	Indv133	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv116	0	Indv116	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv118	0	Indv118	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv123	0	Indv123	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv102	0	Indv102	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv132	0	Indv132	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv83	0	Indv83	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv20	0	Indv20	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv68	0	Indv68	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv52	0	Indv52	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv84	0	Indv84	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv21	0	Indv21	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv69	0	Indv69	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv151	0	Indv151	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv136	0	Indv136	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv38	0	Indv38	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv85	0	Indv85	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv22	0	Indv22	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv7	0	Indv7	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv54	0	Indv54	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv137	0	Indv137	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv23	0	Indv23	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv153	0	Indv153	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv55	0	Indv55	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv138	0	Indv138	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv4	0	Indv4	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv87	0	Indv87	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv24	0	Indv24	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv71	0	Indv71	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv154	0	Indv154	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv56	0	Indv56	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv139	0	Indv139	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv88	0	Indv88	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv72	0	Indv72	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv155	0	Indv155	Case	Site2	Bacteria	<1%_Abundance
ASV279	Indv57	0	Indv57	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv41	0	Indv41	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv89	0	Indv89	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv26	0	Indv26	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv73	0	Indv73	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv156	0	Indv156	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv58	0	Indv58	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv140	0	Indv140	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv42	0	Indv42	Case	Site1	Bacteria	<1%_Abundance
ASV279	Indv9	0	Indv9	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv74	0	Indv74	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv157	0	Indv157	Control	Site1	Bacteria	<1%_Abundance
ASV279	Indv59	0	Indv59	Control	Site2	Bacteria	<1%_Abundance
ASV279	Indv141	0	Indv141	Case	Site2	Bacteria	<1%_Abundance
