SampleID	Group
10423.2HP4MTTVQ46XU	sandiego
10423.2HVPT1X4QN84O	sandiego
10423.2IFNO2W35IWJI	toronto
10423.2J20IDA3DC6GR	sandiego
10423.2JIRV0HYXOZDQ	toronto
10423.2KA86CRVTBBLB	sandiego
10423.2KJTCB3CHYIT0	sandiego
10423.2KK29GBML85UN	toronto
10423.2L3R7C2AWU77U	sandiego
10423.2L404HAL03U9H	sandiego
10423.2LPRORYGO4R6V	sandiego
10423.2LXA8BCQ0D2UD	sandiego
10423.2LXJ28HP85219	sandiego
10423.2M2SDHCL624ST	toronto
10423.2M6MH4FWLQN0F	sandiego
10423.2MD1WDNH7NBKS	toronto
10423.2MRB0D0EEXKPF	sandiego
10423.2MYKMR6DNW9BA	sandiego
10423.2N1BPC6B8QSAI	sandiego
10423.2N72OFB5M7TFU	sandiego
10423.2NSLESU22GR6C	sandiego
10423.2NX3YM03QKWSZ	sandiego
10423.2OMPPRULPRZSQ	sandiego
10423.2P3NL2LCGJI6P	toronto
10423.2P6LS67RUJ3B	sandiego
10423.2QJ73HRXBCXS9	sandiego
10423.2QMAIX9PCQ6PP	sandiego
10423.2QWPJ9JB4BXMQ	sandiego
10423.2RK8O0GLR452A	toronto
10423.2RKHHXLKYW496	sandiego
10423.2S89GLNUTGAVM	toronto
10423.2SOA51A6ZHUIF	sandiego
10423.2T9SVET3FQS8X	toronto
10423.2TMKJQVMYWUYH	toronto
10423.2U9F8BQ7D9EZ0	toronto
10423.2UBC3RRQB1XWQ	sandiego
10423.2V6MLZ89HUG6O	toronto
10423.2V7DA6TSW5PGU	toronto
10423.2WMREE4YWG8S3	toronto
10423.2WQOO7KW0S1EV	toronto
10423.2WUFC5EN37GPW	sandiego
10423.2X09U5WCPF8MK	sandiego
10423.2XE172W0LNVIO	toronto
10423.2XVGTG00NH056	sandiego
10423.2YIZY6XBA97KQ	toronto
10423.2YLI3MOYRU3IB	toronto
10423.2YPL4F0KAS8RK	toronto
10423.2Z7IL2L4J4NHC	toronto
10423.2ZBCRXRQUATJP	toronto
10423.2ZKS6X7J4BO4X	toronto
10423.30JT9UEII1XV5	sandiego
10423.30R2W8KHR0MH0	toronto
10423.30RBTDSRUA9IN	sandiego
10423.30XO2GNQRJNNU	toronto
10423.312KXMXHDGCMF	sandiego
10423.319UK13GMF18A	sandiego
10423.31LCLFGG8URDP	sandiego
10423.31VDAEMD2NYYS	sandiego
10423.324YGCXTRB66H	toronto
10423.328MT15GSDBRM	sandiego
10423.328VMYAG05AYI	sandiego
10423.329PU38UN7B00	toronto
10423.32U5G6L2D4LND	toronto
10423.33ZIYMTMF3L8A	sandiego
10423.344ACD4NAZQ1T	sandiego
10423.346G4YEGC1W16	sandiego
10423.34CJK44G1JAZH	toronto
10423.34E7LN0ZRJUQB	toronto
10423.34JPQT0UX8WOR	sandiego
10423.34R874BTDZKHI	sandiego
10423.34WQCABOJOMFY	toronto
10423.35CQXHUPU8I80	toronto
10423.35GC3ZPR6NDDZ	toronto
10423.35YREXQVLJ271	sandiego
10423.361UUD8NMWB4H	sandiego
10423.3640MYIGNYH3U	sandiego
10423.37227QYXFLID0	sandiego
10423.377TA272OK7D3	toronto
10423.37I2SYHYQ5E52	sandiego
10423.37NTV9Q3Z4355	toronto
10423.37WO9SCQDYD7X	toronto
10423.38ELQFXAMARXP	sandiego
10423.38NP5BVHZWCWV	toronto
10423.395DOU7S4Z4L0	sandiego
10423.3AY1BO21UZ0P3	toronto
10423.3BQH8D5S8698H	sandiego
10423.3C18OS0JBSDYH	toronto
10423.3C1QFUDSMU070	toronto
10423.3CJRFFB83X5O4	toronto
10423.3CN967WP32XXI	sandiego
10423.3CPQJ3IEMQIV	sandiego
10423.3CXRM9FV7XRR4	sandiego
10423.3DFSLUDAP0X88	toronto
10423.3DP4UNGHAEHEA	toronto
10423.3E1BC7W759UYQ	sandiego
10423.3E42BKSTUMQ37	sandiego
10423.3EANL0ZDQNF4S	sandiego
10423.3EEBXP70RPKPX	sandiego
10423.3EP3AVYGZU1L6	sandiego
10423.3EUUD76M8SQL9	toronto
10423.3FIDEQ0M03A62	sandiego
10423.3G3N7YB8D2KUX	toronto
10423.3GFQJCECJAO07	toronto
10423.3H664W6ZLGAPA	sandiego
10423.3HO74H4F2JG6E	sandiego
10423.3HOFYE9EABFDA	toronto
10423.3I17PYF8OZ5XL	sandiego
10423.3ICPRCS8BEW30	toronto
10423.3IFGTXS5W9F28	toronto
10423.3IMQGBY5583O3	toronto
10423.3INTHE1J022WH	toronto
10423.3ITKJP9O90RWK	sandiego
10423.3IVHF5B76TAUA	sandiego
10423.3IXQNFUKL4JQ8	sandiego
10423.3J6U2BSRYQ4PE	toronto
10423.3JAWR6RF5RPP	toronto
10423.3JDRBVGWR63D1	sandiego
10423.3JG0K60A5HC8Z	sandiego
10423.3JUD3UMRQ0OA7	sandiego
10423.3JWIWFWKR2U9K	sandiego
10423.3JXD3KUZE4UB2	sandiego
10423.3JZ11VO88NQ75	sandiego
10423.3K1ADEAWIGMXU	sandiego
10423.3KO51Z5GWT6YD	toronto
10423.3KTW4ADM5RVYG	toronto
10423.3L2KRU4K5ZTER	toronto
10423.3L7YRNI44CK	toronto
10423.3LH2SYPRGJPL1	sandiego
10423.3MD7F31EEWK1Q	sandiego
10423.3MLPJZ9H8PS11	sandiego
10423.3MYQ5GKAV5HS8	toronto
10423.3N5NF08FNLGFV	sandiego
10423.3N5W8XDEVDFMR	sandiego
10423.3N8EHL8D8FZF3	sandiego
10423.3N8NBIDCG7YLZ	sandiego
10423.3NAWN100Q0VCO	sandiego
10423.3NEZNTBM8Z0LX	sandiego
10423.3NHHT939QJWJI	toronto
10423.3NHZNJJTX36MS	sandiego
10423.3NLWXCZR1EZ9K	toronto
10423.3NX61M4GKL2DC	toronto
10423.3NZF9WNTYWB9A	toronto
10423.3O39GRUGA2HBN	sandiego
10423.3O4XF2NP4LD7Q	toronto
10423.3ODIZO5CBNO3M	sandiego
10423.3OV7MEKXC83MI	sandiego
10423.3P8H51411XGFC	sandiego
10423.3PKBJ9YV4VWIZ	sandiego
10423.3Q3372HU0ABA9	toronto
10423.3QIUV4SL7KK0O	toronto
10423.3QT0YBTWVWNW2	toronto
10423.3QVS0WTUGR6VA	toronto
10423.3R0SF0GGBEML7	sandiego
10423.3R2A7PZZ62K3	sandiego
10423.3R5JSQRH7AREQ	toronto
10423.3RITBDAKX047K	toronto
10423.3ROBGJAG2P660	sandiego
10423.3RXES75CKT3AF	sandiego
10423.3S52PYF0RKB88	sandiego
10423.3SAX7YWQDS34W	toronto
10423.3SGFD4WLJH53C	toronto
10423.3SLC8B6C5DU1X	toronto
10423.3T8DIRN2LMRE7	sandiego
10423.3TSH4RHPF4SFI	toronto
10423.3U7WFZAM5WB7P	sandiego
10423.3UCEZSGNU0GUC	sandiego
10423.3UG93FJZ9OZ1Y	toronto
10423.3UHX4YGIZPISS	sandiego
10423.3UJI0B0H12S4G	toronto
10423.3USXFAG9B3MPO	toronto
10423.3UXOT0RA6ZRJ7	toronto
10423.3V36Y6R5COTHN	toronto
10423.3VKJHLLULCBJQ	toronto
10423.3VPGCRVL790IB	toronto
10423.3W7H94PPSUI4O	sandiego
10423.3WOC1H75QGDY8	toronto
10423.3WVI863KM5ZNI	sandiego
10423.3Y2SIUACQFUBE	toronto
10423.3YJNB6RSO1Q4Y	sandiego
10423.3YLK6MTBLU92O	toronto
10423.3YNKHS4EWVUWZ	sandiego
10423.3YP5GCRNTQS3E	toronto
10423.3YSKVVR0RJAMW	toronto
10423.3YY311QVX8CLC	sandiego
10423.3ZBCJO9ZMXPE6	sandiego
10423.3ZIFK6TSU00OA	toronto
10423.3ZRUZ69L40V9I	sandiego
10423.3ZZV6JXSVT5AS	sandiego
10423.4037J4NV0G19V	sandiego
10423.40TN4OGI2LNYY	toronto
10423.40U8EO6MME0YT	toronto
10423.41ZP02OHHIN45	sandiego
10423.422G2NOF2D63D	sandiego
10423.4236QV9YGOFDJ	toronto
10423.426J3G00LBBCM	toronto
10423.42M1UD2HPBX1E	sandiego
10423.436HJOI0AQVJI	sandiego
10423.437KKQLE5KURW	sandiego
10423.445IMLOZOH59Q	sandiego
10423.44VJWSDXSU8MV	toronto
10423.44WAKZZH75HX1	sandiego
10423.453T4JDQJDTKJ	toronto
10423.45ZLDT7J17Y30	toronto
10423.46EFRSAKSAK7I	toronto
10423.46GCN8C3Q3358	toronto
10423.46ID1LQHWMCUA	sandiego
10423.46P74Z210F12R	toronto
10423.477PVMCPSJSSE	sandiego
10423.47BW2L0X058GT	toronto
10423.47FDTDMDZB0Q7	toronto
10423.48C96XMV7GSBT	toronto
10423.48LOIOZCLZZ2A	sandiego
10423.48NOX2DQSJ8RC	toronto
10423.48V0UQ5U2V733	toronto
10423.49AAOI013M5Q8	sandiego
10423.49K7UJT2OOMJZ	sandiego
10423.49YTELR57Z9HL	sandiego
10423.4A9KRSILG3QCU	toronto
10423.4AGHY43FD215Q	sandiego
10423.4AKC4ZA1O8783	sandiego
10423.4AM03A3AIR346	sandiego
10423.4BKAL7S1DNREZ	sandiego
10423.4BXSXRG4B53EP	toronto
10423.4CTL719WSZ7X6	sandiego
10423.4DA3MJ9IA2DSI	toronto
10423.4DAXTO7WX4DU0	sandiego
10423.4DCCY1W6JVAJ7	toronto
10423.4DJ71F7PNNYRO	toronto
10423.4DMMGY72LGHB6	toronto
10423.4E0VKXJZSQQFT	sandiego
10423.4ECH599UNX7CK	toronto
10423.4EEHGEKXYYT6V	sandiego
10423.4EIWKIHF9TVWX	toronto
10423.4ELWK8PMXY1XS	sandiego
10423.4EYO8KS6H44NC	toronto
10423.4EZQBQZJQTBL	sandiego
10423.4F093XC4IHDZ0	toronto
10423.4F2R9D3S029WL	toronto
10423.4F4O4T5AXUSUB	sandiego
10423.4F7O4JDILYYV6	sandiego
10423.4FEOTSB7RO0FE	toronto
10423.4FLRUAV0YQBPI	sandiego
10423.4FPG6Z2NZSHAN	sandiego
10423.4GIZ7YD33BCX6	sandiego
10423.4GTHNZW9866QS	sandiego
10423.4GXBRMZKNUOYE	sandiego
10423.4H4ZPE98ULWW7	sandiego
10423.4HK9ME6QQUJE3	toronto
10423.4I1D8NT5W8EEJ	sandiego
10423.4I616OUMEVGBH	sandiego
10423.4I8JC4M9WGC92	sandiego
10423.4I916F2U2ZMCC	toronto
10423.4IQ4VWSK3V57J	toronto
10423.4ITT8L074XASO	toronto
10423.4J0NBYBQ8PZ15	toronto
10423.4J7BOCRKXWAN5	sandiego
10423.4JSCKFTX7LYAD	sandiego
10423.4KGV7BHQGHE6Z	sandiego
10423.4L250JSCTGOVU	toronto
10423.4L8HCUQMM7QVS	toronto
10423.4M66HKLY1UEBZ	sandiego
10423.4MLY8V004MAX5	toronto
10423.4MM7608A7VXYS	sandiego
10423.4MUP7OD267I3C	sandiego
10423.4N3JPF2ZGJG0V	toronto
10423.4N6AS02X1DZ03	toronto
10423.4O73C5G0IDVDQ	toronto
10423.4OAC90WI9ROG8	sandiego
10423.4OJIQV40GIVZT	sandiego
10423.4OMIND8X95E5X	sandiego
10423.4P0FAWWDK0WO	sandiego
10423.4PNK7VXLOWLFY	sandiego
10423.4Q0TQIGPELY8S	toronto
10423.4QEC324SC3A8I	sandiego
10423.4QETXCLCIMKBS	toronto
10423.4QLUMLJ1OBLW0	toronto
10423.4QMLAT4L2MV66	toronto
10423.4QSOPYUKS4A4H	sandiego
10423.4QXCNZW1ARC1F	sandiego
10423.4QZD2DAFHALQH	sandiego
10423.4R675QLYL39YY	sandiego
10423.4RCMKZTJ6ZYJB	toronto
10423.4RFDNKTGRUHIJ	sandiego
10423.4RJ7R7WS7IZQ5	toronto
10423.4S457LPK3ZKGS	toronto
10423.4S4QHLFONRXGN	toronto
10423.4S4ZEQNYR1KIA	toronto
10423.4S6EJ4C8DSH7H	toronto
10423.4SKZZY701LGAC	toronto
10423.4T2FPJEAYW8RL	toronto
10423.4TBRYCHHK9SXN	toronto
10423.4TW7KFTPA73L0	sandiego
10423.4U6H3C4LBSACZ	toronto
10423.4UJHS1IPTPNYX	sandiego
10423.4UQBVEU8XIC7E	sandiego
10423.4UX91QF2UGN0A	toronto
10423.4V4RL9TC6OYNS	toronto
10423.4VG9MO6BT4OT7	toronto
10423.4VLLJ05E323I	sandiego
10423.4VNJ92CB23DF2	sandiego
10423.4WA50HYLD6ADY	sandiego
10423.4WOTNI5YPMJVZ	toronto
10423.4WQNFZY6U9G9A	sandiego
10423.4WVETQ97Q5L2T	sandiego
10423.4WVWO0PRWOV63	sandiego
10423.4WY5WB95B0421	sandiego
10423.4XJ3CP1X7GOSO	sandiego
10423.4XYV0RCOEQXJ3	sandiego
10423.4Y57D2AY7HZJ1	toronto
10423.4Y7YFNAVSCII9	toronto
10423.4YG7NEAOIW3FX	sandiego
10423.4YHVLP3XDEZC0	sandiego
10423.4YN4TPVIFUE8T	sandiego
10423.4YQ895DAH7N69	toronto
10423.4ZE94YNUF1GUC	toronto
10423.4ZTFM9BRY10FN	toronto
10423.4ZYXRFBN3Q2E3	sandiego
10423.503P55MNZM77M	toronto
10423.504OQIGHH73JF	sandiego
10423.50X864X3352U5	sandiego
10423.50ZQBKOQKPYRQ	toronto
10423.512Z8G58C3RU8	toronto
10423.51EBSEJI8IXUL	sandiego
10423.51EKPJRSBSKW8	toronto
10423.51G8R2OC1T4N2	sandiego
10423.51LQT0KWC0IQR	sandiego
10423.5299XRI6YSQ6B	toronto
10423.52SAFH651Z44H	sandiego
10423.52XJNHXQ4EJ1A	toronto
10423.53AT9CK4PLJOV	sandiego
10423.53DKBXK2AG2O3	sandiego
10423.53K5I5NBAZ3UX	sandiego
10423.53N5HVVIZ39VS	toronto
10423.53QTUK3605FGX	sandiego
10423.541U1NZLG1VJ2	sandiego
10423.549CL7DUSA76K	sandiego
10423.54XMAXTDXW01J	toronto
10423.54YYCD8CRHA6B	sandiego
10423.55AVWSFSJ30P4	toronto
10423.55EYXKRE215YD	toronto
10423.55N85BR6SKQW1	toronto
10423.55OECK76C20JL	sandiego
10423.55ROQ1H2F5YW	toronto
10423.55V4FB1FO8VH	toronto
10423.56HXABEAK38BD	sandiego
10423.56LIK1CMRZRC3	sandiego
10423.56PONRXJ43J5R	sandiego
10423.571A83NDZA02I	toronto
10423.57373JOWX2J08	sandiego
10423.57I1KQV9JMSZH	toronto
10423.57WHALUCSTFFV	toronto
10423.58289OZ76AGL7	sandiego
10423.589HW356F9572	sandiego
10423.5930X2FLIS0TL	sandiego
10423.5939U7NVM1NV8	sandiego
10423.5943Y4IZDM01Z	toronto
10423.59BA1LC3DTXWI	toronto
10423.59HA11SIQ29Y8	toronto
10423.59WSRYUZU2VN0	sandiego
10423.5A5W6UT77OGM6	sandiego
10423.5AXUCHJO9U2X1	sandiego
10423.5BWDOCDECIQEQ	sandiego
10423.5CBGZGOQ6UZKV	toronto
10423.5CLZFI7WBPTEH	toronto
10423.5DIXW0HOD17KI	toronto
10423.5DQ9TO9RND5W9	toronto
10423.5DVA4JT2MIXRF	sandiego
10423.5E5G7QUEAV1MT	toronto
10423.5E5SKLC8RDRL1	toronto
10423.5EIGT857XARE0	toronto
10423.5EOT5J3HQ1TDY	sandiego
10423.5ESZCHROXN92D	sandiego
10423.5EUBAP3CVQVCE	toronto
10423.5FA2YRE43142T	toronto
10423.5FJGJZ3SYQIC	sandiego
10423.5FJIDQTWD1YO1	sandiego
10423.5FSUMJX2YFIU3	sandiego
10423.5GA1EZW3SGO9P	toronto
10423.5GQJR9SEE26AA	sandiego
10423.5H0KG8YB7VDVD	sandiego
10423.5HCWOS9PHD42A	toronto
10423.5I8G0WV7VXLJ4	sandiego
10423.5IFM4DOBW5JDN	sandiego
10423.5ITDHANZSE69R	toronto
10423.5ITMEFW9VNTBE	toronto
10423.5J5WBPLK3S9SF	toronto
10423.5JF8KIOQP5TYH	sandiego
10423.5JJERHCXWR9MW	sandiego
10423.5JXNVGPV41IRJ	toronto
10423.5K4XHUVUD07DE	toronto
10423.5K69G27IB3TNF	toronto
10423.5KPYDXY6MPV0M	toronto
10423.5KTP1VRXP5ABN	sandiego
10423.5L17I72W5VY4E	toronto
10423.5LVBT63FT76QS	toronto
10423.5M58Z7WHE9NKJ	toronto
10423.5MKRTD29DRX42	toronto
10423.5N0SEKLAOBSW4	toronto
10423.5N2D9X58PP27S	sandiego
10423.5NA4NDOH9PD26	sandiego
10423.5NDDK94Z1364O	sandiego
10423.5NEAUCCOHASQL	sandiego
10423.5NK1TFHIURTVX	toronto
10423.5O5BMNS57R4KS	toronto
10423.5OAKXWN15O7CC	sandiego
10423.5OJX6PQ7R1RIE	sandiego
10423.5OQCLYXSCYG2R	toronto
10423.5OQUD1B1O02BA	toronto
10423.5OYLQHUA80D5O	toronto
10423.5OZ3KSAUEJN8Y	toronto
10423.5P1UNDARZE686	toronto
10423.5PKDE0LGRIXXT	sandiego
10423.5PUN04ZNOLSKJ	sandiego
10423.5Q7WIRIREB5DD	sandiego
10423.5QTF5WYCZ2F94	toronto
10423.5R5IKJ4S0S695	sandiego
10423.5RDUSTXVX6LZ	sandiego
10423.5REOZ58ZC1PXZ	sandiego
10423.5S6K1TQ5L1POF	sandiego
10423.5S9B4EQ35W8NN	toronto
10423.5SDHBDEADHOC2	toronto
10423.5SDZ2FRJOJAKL	toronto
10423.5SNQU9P6F2V41	toronto
10423.5SQHWUP3ZXE39	sandiego
10423.5SQQQRU37PDA5	sandiego
10423.5SZHSTAG4S8B3	sandiego
10423.5TFLTQ31SL6ZQ	toronto
10423.5U3ACOVR9WAPL	sandiego
10423.5UMW7MD4SCPID	sandiego
10423.5V72ZSKDAI0YU	toronto
10423.5V7KQUXMLJN7D	toronto
10423.5VO6M26SFVVZA	sandiego
10423.5VYCP98447ZUO	sandiego
10423.5WLMTMTTS8WDU	toronto
10423.5Y6J304UY8HNJ	toronto
10423.5YU7LYXKFJLDE	toronto
10423.5ZAH4BOVTD473	sandiego
10423.5ZNQMY7ZJ2GZX	sandiego
10423.5ZSQXTRAI88V3	toronto
10423.5ZWC7JPMQ4RVT	toronto
10423.606IAQQYEGVR7	toronto
10423.607CHVPD1IVSP	sandiego
10423.60J155OIPUZ9V	toronto
10423.60Z1QD7K0EV1X	toronto
10423.61A20P7ABSYYT	sandiego
10423.61BDYWIY9WL8U	sandiego
10423.61LEKNLK884Z6	sandiego
10423.61VKNUMVWK8UK	sandiego
10423.62RLU9OYHO0EO	sandiego
10423.62UCWUOW2IJDW	toronto
10423.63DPUMXZHPB51	toronto
10423.63HW1LM6PAQTG	sandiego
10423.63KN0YITENLXX	sandiego
10423.63VW8FQTTBCWG	toronto
10423.64OOL7FPIIZ8T	sandiego
10423.655FUMKA7E4B1	sandiego
10423.65MYZX15HXZOV	toronto
10423.65VH1L5XG9JTF	sandiego
10423.660HFOSJAWZJC	sandiego
10423.66DQYBBN0MCC6	toronto
10423.66VLC0MWFT4HJ	toronto
10423.67D11LU7D3WYS	sandiego
10423.67KJHX55TUKRJ	sandiego
10423.67QJE5IAAL8YI	sandiego
10423.680K34O74EGJL	sandiego
10423.686B27T1HVHOX	toronto
10423.68M2TI73KNEA3	toronto
10423.691UHKHURXN0I	toronto
10423.692L5S3E68WAO	sandiego
10423.698OKXTDVQB8Z	toronto
10423.69ACJ8MMQ9752	sandiego
10423.69B6QDL1DB76K	sandiego
10423.69GCIP322HJ6S	sandiego
10423.69RP5VKMUED1W	sandiego
10423.6A1MBXDOFGTVN	toronto
10423.6A3MN2ORQIFPY	sandiego
10423.6A3VK7X1TS2RL	toronto
10423.6ACH4TEP0UDNH	sandiego
10423.6AD7W93JANASE	toronto
10423.6AX5O1Z6U1BCH	sandiego
10423.6B05NS7EI5HDC	toronto
10423.6B561VU0CSX39	toronto
10423.6B8IB8GRLY57L	toronto
10423.6BAO3TQKN0B6Y	toronto
10423.6BE9DJOWUWU7O	sandiego
10423.6BGRIZGKCHQ59	toronto
10423.6BM0R085EX522	toronto
10423.6BYOZN14KU4V1	toronto
10423.6C2J6I7QW0AXE	toronto
10423.6C474T0ZQJ6TH	toronto
10423.6CUHC4Y7Y5X89	sandiego
10423.6D0H8DBCEWLF8	sandiego
10423.6D7QURHBNVA13	sandiego
10423.6DO971DM9GS1O	sandiego
10423.6DW0KHWUTH2W2	sandiego
10423.6E4IPE4XNAAVD	toronto
10423.6EEJB57JLLULP	sandiego
10423.6EUJZKTVRNE8I	toronto
10423.6F0NBIGKLN5C2	sandiego
10423.6F1E2Y5EVG2GZ	toronto
10423.6F5B9JI14A790	sandiego
10423.6FZXESZ4Y4PYO	sandiego
10423.6GUMN0PJL4V8R	sandiego
10423.6GWVVB8WZG44P	toronto
10423.6H7N8I0D7KKZY	sandiego
10423.6HBQ9ABYQIQ97	toronto
10423.6HRQUHV012M19	toronto
10423.6HTNPXWIYV4YZ	sandiego
10423.6I765PNWRU4TG	sandiego
10423.6INS0WX2M6DLD	toronto
10423.6IS750TJX1GBF	toronto
10423.6IWYIR4KSXL4Y	toronto
10423.6J2GNX4FYMN3E	toronto
10423.6J5YEPPWXSFCS	toronto
10423.6JJT7BZ57A55H	sandiego
10423.6JLH5MSE1T11K	toronto
10423.6JX2PYI8WZHYB	toronto
10423.6JYZLEJRUS0W1	toronto
10423.6KT3WDKBI39IF	sandiego
10423.6LG1R4RHL33Y4	toronto
10423.6M05D4M4EL4ZF	sandiego
10423.6M2ELF5HSWDVD	toronto
10423.6M7KDQNII2PVL	toronto
10423.6MP3J14DSML9F	toronto
10423.6MQOEDOBTZUL3	toronto
10423.6NAM9ENA8VIZX	sandiego
10423.6NMPKSQEF3M57	sandiego
10423.6NN7F36YLMW8H	sandiego
10423.6O4E7J5ZFO1O3	sandiego
10423.6OLQQY0OOBJQ6	toronto
10423.6OSWUETSOJHKP	toronto
10423.6OVEZULG64DIA	toronto
10423.6PSJAJU7HJS5J	toronto
10423.6Q1YMB6OW2YW0	toronto
10423.6Q4POW6MGXHV8	toronto
10423.6Q5ST6DB794YD	toronto
10423.6Q8AYM4YOU0VY	sandiego
10423.6QHZ7IPQ6MUO2	sandiego
10423.6QLBK3FSB9QN5	toronto
10423.6QVQKFPE2VHK6	toronto
10423.6QY8PVH1KGDHR	sandiego
10423.6R5R9EVAWOP59	sandiego
10423.6R6UAGYORIODN	toronto
10423.6RCCFMYJX7QC3	toronto
10423.6RFCFD6RLBWCY	toronto
10423.6RJ0S1EEME1Y3	toronto
10423.6S41O4GQW3PLB	toronto
10423.6S4SCC2AAEYVH	sandiego
10423.6SUTMIR8ES28M	toronto
10423.6T9WXN2K94BER	toronto
10423.6TMC94N9BRO63	toronto
10423.6TPXIULLJO76T	sandiego
10423.6TU3PT9SR9MV8	sandiego
10423.6TYV3JKTN5ROR	toronto
10423.6U2CUC6AMBJY5	toronto
10423.6U4D8PKOSUTN7	sandiego
10423.6UHMRC3SIK6G1	sandiego
10423.6UQQ2ZYP0O3KG	sandiego
10423.6UTH5KYMLIMJO	toronto
10423.6UTYZVF6S1WMY	sandiego
10423.6V65E7RLRFMCN	sandiego
10423.6VENJ3ZOL8UBY	toronto
10423.6VJWR4R9NO98R	sandiego
10423.6VPR958Z9W15F	toronto
10423.6W6Y1L803X6L1	toronto
10423.6WMYMSR1EH2D3	toronto
10423.6WQGDLCIDMUMH	sandiego
10423.6X9KE8DBPJZBZ	sandiego
10423.6XWI8ZKHSJTRO	toronto
10423.6Y70P13NXENLA	toronto
10423.6YFRNUGPYZURH	sandiego
10423.6YJCXKF26WDS7	toronto
10423.6YJLUPNCA60TU	sandiego
10423.6ZHNCA0I6BE89	sandiego
10423.6ZX2NHTEX2X0G	toronto
10423.704U0YCNH37UU	toronto
10423.70WG6HLJMTKJN	toronto
10423.70WY0S23TCUMX	sandiego
10423.71BDQN172JH3B	sandiego
10423.71CYLZL53WQEZ	toronto
10423.71LW6OKD7EAWX	toronto
10423.71RN5RP7KVC29	sandiego
10423.71RW2WXHO4Z3W	sandiego
10423.72FF7NUSAX6JG	sandiego
10423.72LFAGN4ITWN	sandiego
10423.72YFSLM19L8CD	sandiego
10423.733XUJILJSMG2	sandiego
10423.73L1K18BKO5B9	sandiego
10423.73UPSXT32GZ3D	sandiego
10423.74QI27MVKB3LU	sandiego
10423.74WLHDCV9SIK5	sandiego
10423.753KQ8AM3PU8	sandiego
10423.7549F4MJGJQHY	sandiego
10423.75JJC4K1CSCZU	toronto
10423.75L47H3ZE5MBI	sandiego
10423.75MJ8MOY5EV5Y	toronto
10423.75N12X5IBY598	toronto
10423.75NMCWVMVQI93	sandiego
10423.75PJ8CX5TJ16T	sandiego
10423.75Y4SYET0LC2P	toronto
10423.762JX2BABGESR	sandiego
10423.76D2D3UGGB8MD	toronto
10423.76H5DW61Z9DVM	sandiego
10423.76HOPZQ0NDA	toronto
10423.76T2YBDHQV4EF	toronto
10423.76Y396WSQ0W9L	toronto
10423.76ZX1OP0UNSMW	toronto
10423.77CW8UYVWMKX	toronto
10423.77FOPQZS1Y1DB	sandiego
10423.77OV7L7A8P8WW	toronto
10423.77RMA677TJRW4	sandiego
10423.77UDCR75EEAVC	sandiego
10423.77X4FC72Z8TUK	toronto
10423.788MGQK2LOJZZ	sandiego
10423.78H81C1PSQUVV	toronto
10423.7908M9SYREWOS	toronto
10423.796OQN70JIY8	toronto
10423.79EOC4S20LJ56	toronto
10423.79EX61X18DIC2	sandiego
10423.7A57DDU9G08QU	toronto
10423.7ADYC77BHLFX1	sandiego
10423.7BEQZKNPU305F	sandiego
10423.7BOC5IZ6IQ7D4	toronto
10423.7C9LYR9SVPI1Z	sandiego
10423.7DCBECOFAHXDC	sandiego
10423.7E03G8U00JRUJ	toronto
10423.7EL4CBWCA9FHR	toronto
10423.7ELM3E9LLB1QA	toronto
10423.7EYMS3NQ38FC8	sandiego
10423.7G494H19CZE41	toronto
10423.7G5O8UPIZQAT8	toronto
10423.7H5SG2373S7ML	toronto
10423.7H9GSQAU4UD7Q	sandiego
10423.7HS8GITT08RZ0	toronto
10423.7HXZFLYNDPT4C	sandiego
10423.7HY8CR6XGZG5Z	toronto
10423.7I5QWAL6T7RTH	sandiego
10423.7IF353ODELBZJ	sandiego
10423.7IIRHRW0FNHKO	sandiego
10423.7IRIGL92H8OQV	sandiego
10423.7J7A7VN4K0LC1	toronto
10423.7JHJQRY0LLS40	toronto
10423.7KH2NZLK5VBXI	toronto
10423.7KPX5QBHG79V1	sandiego
10423.7KUOJGMIC3EOK	toronto
10423.7KV6DR32IMORU	sandiego
10423.7KVC0MCOVMFE	sandiego
10423.7KXFM1MFWXXNS	sandiego
10423.7LD32ZLZX8NX	sandiego
10423.7LID2FF7TEIEF	sandiego
10423.7LL450F5E91DN	toronto
10423.7LYYXMODNQR6C	toronto
10423.7MCHDEFRGPR0T	toronto
10423.7MFHD4NZ4TX1O	sandiego
10423.7MPHYVQL35GS0	sandiego
10423.7N4OCYB7QNCIK	sandiego
10423.7N8IJTHU1TIKX	sandiego
10423.7NRA7M0SX7XC7	sandiego
10423.7NSPBZP2JYU1E	toronto
10423.7NSY5WU1RQT8A	sandiego
10423.7NWAIHK3WDP7D	sandiego
10423.7O8PX783UIPTG	toronto
10423.7OE7Z54O4Q3X5	sandiego
10423.7OLQIOIXGYFKN	sandiego
10423.7OWHVVADP2WFW	sandiego
10423.7PFIGT1MNQY8T	sandiego
10423.7PL0IQY6XYCCI	sandiego
10423.7Q8JNHVHKQJS2	toronto
10423.7Q8SKN3RO06TP	sandiego
10423.7QFDQV70OJ80J	sandiego
10423.7QIDQLF8CNE1E	toronto
10423.7QRK57JFNWXQ8	sandiego
10423.8BW4C1TFBY9L	sandiego
10423.8REYH7LEU7T4	toronto
10423.8Y04PAUFD8ZY	sandiego
